version,1.3.0
info,team,England
info,team,Pakistan
info,gender,male
info,season,2006
info,date,2006/08/30
info,series,NatWest Series
info,match_number,1
info,venue,Sophia Gardens
info,city,Cardiff
info,toss_winner,Pakistan
info,toss_decision,field
info,umpire,BR Doctrove
info,umpire,IJ Gould
info,reserve_umpire,PJ Hartley
info,tv_umpire,MR Benson
info,match_referee,MJ Procter
info,outcome,no result
ball,1,0.1,England,ME Trescothick,AJ Strauss,Shoaib Akhtar,0,1,"",""
ball,1,0.2,England,ME Trescothick,AJ Strauss,Shoaib Akhtar,0,0,"",""
ball,1,0.3,England,ME Trescothick,AJ Strauss,Shoaib Akhtar,0,1,"",""
ball,1,0.4,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,0.5,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,0.6,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,0.7,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,1.1,England,ME Trescothick,AJ Strauss,Mohammad Asif,0,1,"",""
ball,1,1.2,England,AJ Strauss,ME Trescothick,Mohammad Asif,0,1,"",""
ball,1,1.3,England,AJ Strauss,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,1.4,England,AJ Strauss,ME Trescothick,Mohammad Asif,0,1,"",""
ball,1,1.5,England,AJ Strauss,ME Trescothick,Mohammad Asif,1,0,"",""
ball,1,1.6,England,ME Trescothick,AJ Strauss,Mohammad Asif,1,0,"",""
ball,1,1.7,England,AJ Strauss,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,1.8,England,AJ Strauss,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,2.1,England,ME Trescothick,AJ Strauss,Shoaib Akhtar,0,1,"",""
ball,1,2.2,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,2.3,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,2.4,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,2.5,England,AJ Strauss,ME Trescothick,Shoaib Akhtar,1,0,"",""
ball,1,2.6,England,ME Trescothick,AJ Strauss,Shoaib Akhtar,0,1,"",""
ball,1,2.7,England,ME Trescothick,AJ Strauss,Shoaib Akhtar,4,0,"",""
ball,1,3.1,England,AJ Strauss,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,3.2,England,AJ Strauss,ME Trescothick,Mohammad Asif,0,0,caught,AJ Strauss
ball,1,3.3,England,ME Trescothick,IR Bell,Mohammad Asif,4,0,"",""
ball,1,3.4,England,ME Trescothick,IR Bell,Mohammad Asif,0,0,"",""
ball,1,3.5,England,ME Trescothick,IR Bell,Mohammad Asif,0,0,"",""
ball,1,3.6,England,ME Trescothick,IR Bell,Mohammad Asif,0,0,"",""
ball,1,4.1,England,IR Bell,ME Trescothick,Shoaib Akhtar,0,0,"",""
ball,1,4.2,England,IR Bell,ME Trescothick,Shoaib Akhtar,1,0,"",""
ball,1,4.3,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,4.4,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,4.5,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,1,"",""
ball,1,4.6,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,4.7,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,5.1,England,IR Bell,ME Trescothick,Mohammad Asif,2,0,"",""
ball,1,5.2,England,IR Bell,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,5.3,England,IR Bell,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,5.4,England,IR Bell,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,5.5,England,IR Bell,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,5.6,England,IR Bell,ME Trescothick,Mohammad Asif,4,0,"",""
ball,1,6.1,England,ME Trescothick,IR Bell,Shoaib Akhtar,2,0,"",""
ball,1,6.2,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,6.3,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,6.4,England,ME Trescothick,IR Bell,Shoaib Akhtar,0,0,"",""
ball,1,6.5,England,ME Trescothick,IR Bell,Shoaib Akhtar,1,0,"",""
ball,1,6.6,England,IR Bell,ME Trescothick,Shoaib Akhtar,1,0,"",""
ball,1,7.1,England,IR Bell,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,7.2,England,IR Bell,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,7.3,England,IR Bell,ME Trescothick,Mohammad Asif,1,0,"",""
ball,1,7.4,England,ME Trescothick,IR Bell,Mohammad Asif,0,0,"",""
ball,1,7.5,England,ME Trescothick,IR Bell,Mohammad Asif,1,0,"",""
ball,1,7.6,England,IR Bell,ME Trescothick,Mohammad Asif,0,0,"",""
ball,1,8.1,England,ME Trescothick,IR Bell,Naved-ul-Hasan,3,0,"",""
ball,1,8.2,England,IR Bell,ME Trescothick,Naved-ul-Hasan,0,0,"",""
ball,1,8.3,England,IR Bell,ME Trescothick,Naved-ul-Hasan,0,0,"",""
ball,1,8.4,England,IR Bell,ME Trescothick,Naved-ul-Hasan,0,0,"",""
ball,1,8.5,England,IR Bell,ME Trescothick,Naved-ul-Hasan,0,0,"",""
ball,1,8.6,England,IR Bell,ME Trescothick,Naved-ul-Hasan,0,0,"",""
